gene,cancer_type
CCDC66,ESCA
CCDC68,ESCA
CCDC69,ESCA
CCDC73,ESCA
CCDC74B,ESCA
CCDC77,ESCA
CCDC80,ESCA
CCDC82,ESCA
CCDC84,ESCA
CCDC85C,ESCA
CCDC86,ESCA
CCDC9,ESCA
CCDC90B,ESCA
CCDC91,ESCA
CCDC93,ESCA
CCDC94,ESCA
CCER1,ESCA
CCIN,ESCA
CCL1,ESCA
CCL13,ESCA
CCL27,ESCA
CCL7,ESCA
CCM2,ESCA
CCNA2,ESCA
CCNB1,ESCA
CCNB1IP1,ESCA
CCNB2,ESCA
CCNC,ESCA
CCND1,ESCA
CCND2,ESCA
CCND3,ESCA
CCNDBP1,ESCA
CCNE1,ESCA
CCNE2,ESCA
CCNF,ESCA
CCNG1,ESCA
CCNH,ESCA
CCNI,ESCA
CCNK,ESCA
CCNL1,ESCA
CCNT1,ESCA
CCNT2,ESCA
CCNYL1,ESCA
CCP110,ESCA
CCR4,ESCA
CCR5,ESCA
CCS,ESCA
CCSER1,ESCA
CCT2,ESCA
CCT3,ESCA
CCT4,ESCA
CCT5,ESCA
CCT6A,ESCA
CCT6B,ESCA
CCT7,ESCA
CCT8,ESCA
CCT8L2,ESCA
CCZ1B,ESCA
CD151,ESCA
CD163,ESCA
CD164,ESCA
CD177,ESCA
CD19,ESCA
CD1C,ESCA
CD200,ESCA
CD244,ESCA
CD27,ESCA
CD276,ESCA
CD2AP,ESCA
CD2BP2,ESCA
CD300C,ESCA
CD302,ESCA
CD36,ESCA
CD37,ESCA
CD3D,ESCA
CD3EAP,ESCA
CD4,ESCA
CD44,ESCA
CD46,ESCA
CD47,ESCA
CD48,ESCA
CD52,ESCA
CD55,ESCA
CD58,ESCA
CD5L,ESCA
CD79A,ESCA
CD79B,ESCA
CD81,ESCA
CD86,ESCA
CD8B,ESCA
CD9,ESCA
CD96,ESCA
CDADC1,ESCA
CDAN1,ESCA
CDC123,ESCA
CDC16,ESCA
CDC20,ESCA
CDC23,ESCA
CDC25A,ESCA
CDC25B,ESCA
CDC26,ESCA
CDC27,ESCA
CDC37,ESCA
CDC37L1,ESCA
CDC40,ESCA
CDC42,ESCA
CDC45,ESCA
CDC5L,ESCA
CDC6,ESCA
CDC7,ESCA
CDC73,ESCA
CDCA2,ESCA
CDCA3,ESCA
CDCA5,ESCA
CDCA8,ESCA
CDCP2,ESCA
CDH1,ESCA
CDH10,ESCA
CDH11,ESCA
CDH17,ESCA
CDH2,ESCA
CDH23,ESCA
CDH24,ESCA
CDIP1,ESCA
CDIPT,ESCA
CDK1,ESCA
CDK11A,ESCA
CDK12,ESCA
CDK13,ESCA
CDK16,ESCA
CDK17,ESCA
CDK2,ESCA
CDK2AP2,ESCA
CDK4,ESCA
CDK5,ESCA
CDK5R2,ESCA
CDK5RAP2,ESCA
CDK5RAP3,ESCA
CDK6,ESCA
CDK7,ESCA
CDK8,ESCA
CDK9,ESCA
CDKL4,ESCA
CDKN2AIP,ESCA
CDKN2B,ESCA
CDRT1,ESCA
CDRT15,ESCA
CDRT15L2,ESCA
CDS2,ESCA
CDT1,ESCA
CDX2,ESCA
CDY2B,ESCA
CEACAM3,ESCA
CEACAM4,ESCA
CEACAM5,ESCA
CEACAM6,ESCA
CEACAM8,ESCA
CEBPA,ESCA
CEBPB,ESCA
CEBPD,ESCA
CEBPZ,ESCA
CELSR2,ESCA
CEND1,ESCA
CENPA,ESCA
CENPC,ESCA
CENPE,ESCA
CENPF,ESCA
CENPH,ESCA
CENPI,ESCA
CENPJ,ESCA
CENPK,ESCA
CENPL,ESCA
CENPM,ESCA
CENPN,ESCA
CENPO,ESCA
CENPP,ESCA
CENPQ,ESCA
CENPT,ESCA
CENPU,ESCA
CENPW,ESCA
CEP104,ESCA
CEP112,ESCA
CEP120,ESCA
CEP135,ESCA
CEP152,ESCA
CEP170,ESCA
CEP170B,ESCA
CEP192,ESCA
CEP290,ESCA
CEP350,ESCA
CEP44,ESCA
CEP55,ESCA
CEP57,ESCA
CEP57L1,ESCA
CEP63,ESCA
CEP70,ESCA
CEP78,ESCA
CEP85,ESCA
CEP95,ESCA
CEP97,ESCA
CEPT1,ESCA
CERS2,ESCA
CERS3,ESCA
CERS5,ESCA
CES1,ESCA
CETN2,ESCA
CETN3,ESCA
CFC1,ESCA
CFC1B,ESCA
CFDP1,ESCA
CFH,ESCA
CFHR1,ESCA
CFHR3,ESCA
CFHR4,ESCA
CFHR5,ESCA
